2017-02-15 21:03:13,251 - logger1 - INFO - read parameters successful
2017-02-15 21:03:13,298 - logger1 - INFO - create input_data_dict successful
2017-02-15 21:03:13,298 - logger1 - INFO - feature_pos_dict: defaultdict(<function GeneticAlgorithm.create_feature_pos_dict.<locals>.<lambda> at 0x000000EC9BAC8730>, {'9': {'name': 'percent_change_volume_over_last_wek', 'pos': [(15, 16), (16, 18), (18, 19), (19, 27), (27, 31)]}, '8': {'name': 'percent_change_price', 'pos': [(0, 1), (1, 3), (3, 4), (4, 8), (8, 15)]}, '15': {'name': 'percent_return_next_dividend', 'pos': [(41, 42), (42, 44), (44, 44), (44, 46), (46, 56)]}, '14': {'name': 'days_to_next_dividend', 'pos': [(31, 32), (32, 34), (34, 34), (34, 41), (41, 41)]}})
2017-02-15 21:03:13,298 - logger1 - DEBUG - ============get_classification_result START!!============
2017-02-15 21:03:13,298 - logger1 - DEBUG - chromosome_bits: [1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]
2017-02-15 21:03:13,298 - logger1 - DEBUG - solution name: 0
2017-02-15 21:03:13,298 - logger1 - DEBUG - date:2011-01-14, stock:XOM, feature_name:percent_change_volume_over_last_wek, data_feature_value:-26.89580899, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:14,959 - logger1 - DEBUG - date:2011-06-10, stock:HPQ, feature_name:percent_change_volume_over_last_wek, data_feature_value:-6.31990805, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:14,959 - logger1 - DEBUG - date:2011-06-10, stock:HPQ, feature_name:percent_change_price, data_feature_value:-2.05613, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:14,959 - logger1 - DEBUG - date:2011-06-10, stock:HPQ, feature_name:percent_return_next_dividend, data_feature_value:0.368794, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:14,959 - logger1 - DEBUG - date:2011-06-10, stock:HPQ, feature_name:days_to_next_dividend, data_feature_value:3.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:14,959 - logger1 - DEBUG - date:2011-06-10, stock:BA, feature_name:percent_change_volume_over_last_wek, data_feature_value:4.270503707, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:14,959 - logger1 - DEBUG - date:2011-06-10, stock:BA, feature_name:percent_change_price, data_feature_value:-2.76886, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:14,959 - logger1 - DEBUG - date:2011-06-10, stock:BA, feature_name:percent_return_next_dividend, data_feature_value:0.577796, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:14,959 - logger1 - DEBUG - date:2011-06-10, stock:BA, feature_name:days_to_next_dividend, data_feature_value:61.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:14,959 - logger1 - DEBUG - date:2011-06-10, stock:MSFT, feature_name:percent_change_volume_over_last_wek, data_feature_value:-6.537955597, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:14,959 - logger1 - DEBUG - date:2011-06-10, stock:MSFT, feature_name:percent_change_price, data_feature_value:-0.83682, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:14,959 - logger1 - DEBUG - date:2011-06-10, stock:MSFT, feature_name:percent_return_next_dividend, data_feature_value:0.675106, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:14,959 - logger1 - DEBUG - date:2011-06-10, stock:MSFT, feature_name:days_to_next_dividend, data_feature_value:67.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:14,975 - logger1 - DEBUG - date:2011-06-10, stock:CSCO, feature_name:percent_change_volume_over_last_wek, data_feature_value:60.9711398, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:14,975 - logger1 - DEBUG - date:2011-06-10, stock:CSCO, feature_name:percent_change_price, data_feature_value:-5.73566, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:14,975 - logger1 - DEBUG - date:2011-06-10, stock:CSCO, feature_name:percent_return_next_dividend, data_feature_value:0.396825, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:14,975 - logger1 - DEBUG - date:2011-06-10, stock:CSCO, feature_name:days_to_next_dividend, data_feature_value:25.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:14,975 - logger1 - DEBUG - date:2011-06-10, stock:INTC, feature_name:percent_change_volume_over_last_wek, data_feature_value:11.99298448, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:14,975 - logger1 - DEBUG - date:2011-06-10, stock:INTC, feature_name:percent_change_price, data_feature_value:-1.92661, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:14,975 - logger1 - DEBUG - date:2011-06-10, stock:INTC, feature_name:percent_return_next_dividend, data_feature_value:0.982226, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:14,975 - logger1 - DEBUG - date:2011-06-10, stock:INTC, feature_name:days_to_next_dividend, data_feature_value:54.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:14,975 - logger1 - DEBUG - date:2011-03-11, stock:XOM, feature_name:percent_change_volume_over_last_wek, data_feature_value:-9.209723759, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:14,975 - logger1 - DEBUG - date:2011-03-11, stock:XOM, feature_name:percent_change_price, data_feature_value:-4.33364, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:14,975 - logger1 - DEBUG - date:2011-03-11, stock:XOM, feature_name:percent_return_next_dividend, data_feature_value:0.572333, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:14,975 - logger1 - DEBUG - date:2011-03-11, stock:XOM, feature_name:days_to_next_dividend, data_feature_value:61.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:14,990 - logger1 - DEBUG - date:2011-03-11, stock:JNJ, feature_name:percent_change_volume_over_last_wek, data_feature_value:-15.30828413, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:14,990 - logger1 - DEBUG - date:2011-03-11, stock:JNJ, feature_name:percent_change_price, data_feature_value:-2.2917, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:14,990 - logger1 - DEBUG - date:2011-03-11, stock:JNJ, feature_name:percent_return_next_dividend, data_feature_value:0.954934, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:14,990 - logger1 - DEBUG - date:2011-03-11, stock:JNJ, feature_name:days_to_next_dividend, data_feature_value:76.0, solution_feature_value:75, is_satisfied:False
2017-02-15 21:03:14,990 - logger1 - DEBUG - date:2011-03-11, stock:VZ, feature_name:percent_change_volume_over_last_wek, data_feature_value:-17.41660922, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:14,990 - logger1 - DEBUG - date:2011-03-11, stock:VZ, feature_name:percent_change_price, data_feature_value:-0.774979, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:14,990 - logger1 - DEBUG - date:2011-03-11, stock:VZ, feature_name:percent_return_next_dividend, data_feature_value:1.36681, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:14,990 - logger1 - DEBUG - date:2011-03-11, stock:VZ, feature_name:days_to_next_dividend, data_feature_value:26.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:14,990 - logger1 - DEBUG - date:2011-03-11, stock:WMT, feature_name:percent_change_volume_over_last_wek, data_feature_value:-7.709035471, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:14,990 - logger1 - DEBUG - date:2011-03-11, stock:WMT, feature_name:percent_change_price, data_feature_value:0.631458, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:14,990 - logger1 - DEBUG - date:2011-03-11, stock:WMT, feature_name:percent_return_next_dividend, data_feature_value:0.703556, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:14,990 - logger1 - DEBUG - date:2011-03-11, stock:WMT, feature_name:days_to_next_dividend, data_feature_value:61.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:14,990 - logger1 - DEBUG - date:2011-03-11, stock:DIS, feature_name:percent_change_volume_over_last_wek, data_feature_value:-22.35020618, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:14,990 - logger1 - DEBUG - date:2011-03-11, stock:DIS, feature_name:percent_change_price, data_feature_value:-1.37836, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,006 - logger1 - DEBUG - date:2011-03-11, stock:DIS, feature_name:percent_return_next_dividend, data_feature_value:0.931749, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,006 - logger1 - DEBUG - date:2011-03-11, stock:DIS, feature_name:days_to_next_dividend, data_feature_value:273.0, solution_feature_value:75, is_satisfied:False
2017-02-15 21:03:15,006 - logger1 - DEBUG - date:2011-03-11, stock:TRV, feature_name:percent_change_volume_over_last_wek, data_feature_value:-21.21506081, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,006 - logger1 - DEBUG - date:2011-03-11, stock:TRV, feature_name:percent_change_price, data_feature_value:-0.641242, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,006 - logger1 - DEBUG - date:2011-03-11, stock:TRV, feature_name:percent_return_next_dividend, data_feature_value:0.696332, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,006 - logger1 - DEBUG - date:2011-03-11, stock:TRV, feature_name:days_to_next_dividend, data_feature_value:89.0, solution_feature_value:75, is_satisfied:False
2017-02-15 21:03:15,006 - logger1 - DEBUG - date:2011-03-11, stock:CAT, feature_name:percent_change_volume_over_last_wek, data_feature_value:29.35373297, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,006 - logger1 - DEBUG - date:2011-03-11, stock:CAT, feature_name:percent_change_price, data_feature_value:-3.28757, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,006 - logger1 - DEBUG - date:2011-03-11, stock:CAT, feature_name:percent_return_next_dividend, data_feature_value:0.439912, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,006 - logger1 - DEBUG - date:2011-03-11, stock:CAT, feature_name:days_to_next_dividend, data_feature_value:40.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:15,006 - logger1 - DEBUG - date:2011-03-11, stock:T, feature_name:percent_change_volume_over_last_wek, data_feature_value:17.19147161, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,006 - logger1 - DEBUG - date:2011-03-11, stock:T, feature_name:percent_change_price, data_feature_value:1.82469, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,022 - logger1 - DEBUG - date:2011-03-11, stock:T, feature_name:percent_return_next_dividend, data_feature_value:1.51089, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,022 - logger1 - DEBUG - date:2011-03-11, stock:T, feature_name:days_to_next_dividend, data_feature_value:26.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:15,022 - logger1 - DEBUG - date:2011-03-11, stock:KO, feature_name:percent_change_volume_over_last_wek, data_feature_value:-27.73967763, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,022 - logger1 - DEBUG - date:2011-03-11, stock:KO, feature_name:percent_change_price, data_feature_value:-0.780772, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,022 - logger1 - DEBUG - date:2011-03-11, stock:KO, feature_name:percent_return_next_dividend, data_feature_value:0.725197, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,022 - logger1 - DEBUG - date:2011-03-11, stock:KO, feature_name:days_to_next_dividend, data_feature_value:0.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:15,022 - logger1 - DEBUG - date:2011-03-11, stock:IBM, feature_name:percent_change_volume_over_last_wek, data_feature_value:44.41359967, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,022 - logger1 - DEBUG - date:2011-03-11, stock:IBM, feature_name:percent_change_price, data_feature_value:0.513614, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,022 - logger1 - DEBUG - date:2011-03-11, stock:IBM, feature_name:percent_return_next_dividend, data_feature_value:0.461737, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,022 - logger1 - DEBUG - date:2011-03-11, stock:IBM, feature_name:days_to_next_dividend, data_feature_value:56.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:15,022 - logger1 - DEBUG - date:2011-03-11, stock:MCD, feature_name:percent_change_volume_over_last_wek, data_feature_value:-15.08661843, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,022 - logger1 - DEBUG - date:2011-03-11, stock:MCD, feature_name:percent_change_price, data_feature_value:0.458235, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,022 - logger1 - DEBUG - date:2011-03-11, stock:MCD, feature_name:percent_return_next_dividend, data_feature_value:0.794995, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,037 - logger1 - DEBUG - date:2011-03-11, stock:MCD, feature_name:days_to_next_dividend, data_feature_value:77.0, solution_feature_value:75, is_satisfied:False
2017-02-15 21:03:15,037 - logger1 - DEBUG - date:2011-03-11, stock:MRK, feature_name:percent_change_volume_over_last_wek, data_feature_value:-28.67230467, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,037 - logger1 - DEBUG - date:2011-03-11, stock:MRK, feature_name:percent_change_price, data_feature_value:-0.818182, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,037 - logger1 - DEBUG - date:2011-03-11, stock:MRK, feature_name:percent_return_next_dividend, data_feature_value:1.16101, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,037 - logger1 - DEBUG - date:2011-03-11, stock:MRK, feature_name:days_to_next_dividend, data_feature_value:0.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:15,037 - logger1 - DEBUG - date:2011-03-11, stock:UTX, feature_name:percent_change_volume_over_last_wek, data_feature_value:14.80272782, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,037 - logger1 - DEBUG - date:2011-03-11, stock:UTX, feature_name:percent_change_price, data_feature_value:-2.10767, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,037 - logger1 - DEBUG - date:2011-03-11, stock:UTX, feature_name:percent_return_next_dividend, data_feature_value:0.590551, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,037 - logger1 - DEBUG - date:2011-03-11, stock:UTX, feature_name:days_to_next_dividend, data_feature_value:68.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:15,037 - logger1 - DEBUG - date:2011-03-11, stock:BAC, feature_name:percent_change_volume_over_last_wek, data_feature_value:15.08405791, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,037 - logger1 - DEBUG - date:2011-03-11, stock:BAC, feature_name:percent_change_price, data_feature_value:1.41044, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,037 - logger1 - DEBUG - date:2011-03-11, stock:BAC, feature_name:percent_return_next_dividend, data_feature_value:0.069541, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,053 - logger1 - DEBUG - date:2011-03-11, stock:BAC, feature_name:days_to_next_dividend, data_feature_value:82.0, solution_feature_value:75, is_satisfied:False
2017-02-15 21:03:15,053 - logger1 - DEBUG - date:2011-03-11, stock:GE, feature_name:percent_change_volume_over_last_wek, data_feature_value:16.23082689, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,053 - logger1 - DEBUG - date:2011-03-11, stock:GE, feature_name:percent_change_price, data_feature_value:-0.196078, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,053 - logger1 - DEBUG - date:2011-03-11, stock:GE, feature_name:percent_return_next_dividend, data_feature_value:0.687623, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,053 - logger1 - DEBUG - date:2011-03-11, stock:GE, feature_name:days_to_next_dividend, data_feature_value:97.0, solution_feature_value:75, is_satisfied:False
2017-02-15 21:03:15,053 - logger1 - DEBUG - date:2011-03-11, stock:JPM, feature_name:percent_change_volume_over_last_wek, data_feature_value:0.979818101, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,053 - logger1 - DEBUG - date:2011-03-11, stock:JPM, feature_name:percent_change_price, data_feature_value:0.263043, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,053 - logger1 - DEBUG - date:2011-03-11, stock:JPM, feature_name:percent_return_next_dividend, data_feature_value:0.546568, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,053 - logger1 - DEBUG - date:2011-03-11, stock:JPM, feature_name:days_to_next_dividend, data_feature_value:24.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:15,053 - logger1 - DEBUG - date:2011-03-11, stock:MMM, feature_name:percent_change_volume_over_last_wek, data_feature_value:3.960779694, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,053 - logger1 - DEBUG - date:2011-03-11, stock:MMM, feature_name:percent_change_price, data_feature_value:-1.04774, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,053 - logger1 - DEBUG - date:2011-03-11, stock:MMM, feature_name:percent_return_next_dividend, data_feature_value:0.600371, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,053 - logger1 - DEBUG - date:2011-03-11, stock:MMM, feature_name:days_to_next_dividend, data_feature_value:68.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:15,069 - logger1 - DEBUG - date:2011-03-11, stock:HD, feature_name:percent_change_volume_over_last_wek, data_feature_value:-1.220440218, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,069 - logger1 - DEBUG - date:2011-03-11, stock:HD, feature_name:percent_change_price, data_feature_value:-0.322061, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,069 - logger1 - DEBUG - date:2011-03-11, stock:HD, feature_name:percent_return_next_dividend, data_feature_value:0.673129, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,069 - logger1 - DEBUG - date:2011-03-11, stock:HD, feature_name:days_to_next_dividend, data_feature_value:95.0, solution_feature_value:75, is_satisfied:False
2017-02-15 21:03:15,069 - logger1 - DEBUG - date:2011-03-11, stock:KRFT, feature_name:percent_change_volume_over_last_wek, data_feature_value:-24.3504718, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,069 - logger1 - DEBUG - date:2011-03-11, stock:KRFT, feature_name:percent_change_price, data_feature_value:0.443599, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,069 - logger1 - DEBUG - date:2011-03-11, stock:KRFT, feature_name:percent_return_next_dividend, data_feature_value:0.914827, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,069 - logger1 - DEBUG - date:2011-03-11, stock:KRFT, feature_name:days_to_next_dividend, data_feature_value:18.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:15,069 - logger1 - DEBUG - date:2011-03-11, stock:AXP, feature_name:percent_change_volume_over_last_wek, data_feature_value:-3.518293442, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,069 - logger1 - DEBUG - date:2011-03-11, stock:AXP, feature_name:percent_change_price, data_feature_value:0.957592, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,084 - logger1 - DEBUG - date:2011-03-11, stock:AXP, feature_name:percent_return_next_dividend, data_feature_value:0.406504, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,084 - logger1 - DEBUG - date:2011-03-11, stock:AXP, feature_name:days_to_next_dividend, data_feature_value:26.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:15,084 - logger1 - DEBUG - date:2011-03-11, stock:PG, feature_name:percent_change_volume_over_last_wek, data_feature_value:-11.82144795, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,084 - logger1 - DEBUG - date:2011-03-11, stock:PG, feature_name:percent_change_price, data_feature_value:-0.822581, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,084 - logger1 - DEBUG - date:2011-03-11, stock:PG, feature_name:percent_return_next_dividend, data_feature_value:0.861929, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,084 - logger1 - DEBUG - date:2011-03-11, stock:PG, feature_name:days_to_next_dividend, data_feature_value:47.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:15,084 - logger1 - DEBUG - date:2011-03-11, stock:AA, feature_name:percent_change_volume_over_last_wek, data_feature_value:4.419900447, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,084 - logger1 - DEBUG - date:2011-03-11, stock:AA, feature_name:percent_change_price, data_feature_value:-3.31725, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,084 - logger1 - DEBUG - date:2011-03-11, stock:AA, feature_name:percent_return_next_dividend, data_feature_value:0.187149, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,084 - logger1 - DEBUG - date:2011-03-11, stock:AA, feature_name:days_to_next_dividend, data_feature_value:62.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:15,084 - logger1 - DEBUG - date:2011-03-11, stock:DD, feature_name:percent_change_volume_over_last_wek, data_feature_value:-17.79989531, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,084 - logger1 - DEBUG - date:2011-03-11, stock:DD, feature_name:percent_change_price, data_feature_value:-2.21811, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,100 - logger1 - DEBUG - date:2011-03-11, stock:DD, feature_name:percent_return_next_dividend, data_feature_value:0.775047, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,100 - logger1 - DEBUG - date:2011-03-11, stock:DD, feature_name:days_to_next_dividend, data_feature_value:61.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:15,100 - logger1 - DEBUG - date:2011-03-11, stock:CVX, feature_name:percent_change_volume_over_last_wek, data_feature_value:-9.418191232, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,100 - logger1 - DEBUG - date:2011-03-11, stock:CVX, feature_name:percent_change_price, data_feature_value:-4.0242, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,100 - logger1 - DEBUG - date:2011-03-11, stock:CVX, feature_name:percent_return_next_dividend, data_feature_value:0.730511, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,100 - logger1 - DEBUG - date:2011-03-11, stock:CVX, feature_name:days_to_next_dividend, data_feature_value:68.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:15,100 - logger1 - DEBUG - date:2011-03-11, stock:PFE, feature_name:percent_change_volume_over_last_wek, data_feature_value:-24.26109148, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,100 - logger1 - DEBUG - date:2011-03-11, stock:PFE, feature_name:percent_change_price, data_feature_value:-0.86558, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,100 - logger1 - DEBUG - date:2011-03-11, stock:PFE, feature_name:percent_return_next_dividend, data_feature_value:1.02722, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,100 - logger1 - DEBUG - date:2011-03-11, stock:PFE, feature_name:days_to_next_dividend, data_feature_value:61.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:15,100 - logger1 - DEBUG - date:2011-03-11, stock:HPQ, feature_name:percent_change_volume_over_last_wek, data_feature_value:-23.0903359, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,100 - logger1 - DEBUG - date:2011-03-11, stock:HPQ, feature_name:percent_change_price, data_feature_value:-2.72727, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,100 - logger1 - DEBUG - date:2011-03-11, stock:HPQ, feature_name:percent_return_next_dividend, data_feature_value:0.191709, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,100 - logger1 - DEBUG - date:2011-03-11, stock:HPQ, feature_name:days_to_next_dividend, data_feature_value:3.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:15,115 - logger1 - DEBUG - date:2011-03-11, stock:BA, feature_name:percent_change_volume_over_last_wek, data_feature_value:-7.160128578, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,115 - logger1 - DEBUG - date:2011-03-11, stock:BA, feature_name:percent_change_price, data_feature_value:0.0558659, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,115 - logger1 - DEBUG - date:2011-03-11, stock:BA, feature_name:percent_return_next_dividend, data_feature_value:0.586265, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,115 - logger1 - DEBUG - date:2011-03-11, stock:BA, feature_name:days_to_next_dividend, data_feature_value:61.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:15,115 - logger1 - DEBUG - date:2011-03-11, stock:MSFT, feature_name:percent_change_volume_over_last_wek, data_feature_value:-9.036856668, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,115 - logger1 - DEBUG - date:2011-03-11, stock:MSFT, feature_name:percent_change_price, data_feature_value:-1.72216, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,115 - logger1 - DEBUG - date:2011-03-11, stock:MSFT, feature_name:percent_return_next_dividend, data_feature_value:0.623053, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,115 - logger1 - DEBUG - date:2011-03-11, stock:MSFT, feature_name:days_to_next_dividend, data_feature_value:67.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:15,115 - logger1 - DEBUG - date:2011-03-11, stock:CSCO, feature_name:percent_change_volume_over_last_wek, data_feature_value:3.029021246, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,115 - logger1 - DEBUG - date:2011-03-11, stock:CSCO, feature_name:percent_change_price, data_feature_value:-2.23312, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,115 - logger1 - DEBUG - date:2011-03-11, stock:CSCO, feature_name:percent_return_next_dividend, data_feature_value:0.334262, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,115 - logger1 - DEBUG - date:2011-03-11, stock:CSCO, feature_name:days_to_next_dividend, data_feature_value:18.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:15,131 - logger1 - DEBUG - date:2011-03-11, stock:INTC, feature_name:percent_change_volume_over_last_wek, data_feature_value:-0.643270457, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,131 - logger1 - DEBUG - date:2011-03-11, stock:INTC, feature_name:percent_change_price, data_feature_value:-3.78054, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,131 - logger1 - DEBUG - date:2011-03-11, stock:INTC, feature_name:percent_return_next_dividend, data_feature_value:0.862482, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,131 - logger1 - DEBUG - date:2011-03-11, stock:INTC, feature_name:days_to_next_dividend, data_feature_value:54.0, solution_feature_value:75, is_satisfied:True
2017-02-15 21:03:15,131 - logger1 - DEBUG - date:2011-02-25, stock:XOM, feature_name:percent_change_volume_over_last_wek, data_feature_value:30.74489174, solution_feature_value:116.1, is_satisfied:False
2017-02-15 21:03:15,131 - logger1 - DEBUG - date:2011-02-25, stock:XOM, feature_name:percent_change_price, data_feature_value:0.435448, solution_feature_value:3.3, is_satisfied:True
2017-02-15 21:03:15,131 - logger1 - DEBUG - date:2011-02-25, stock:XOM, feature_name:percent_return_next_dividend, data_feature_value:0.515585, solution_feature_value:3.912, is_satisfied:True
2017-02-15 21:03:15,131 - logger1 - DEBUG - date:2011-02-25, stock:XOM, feature_name:days_to_next_dividend, data_feature_value:3.0, solution_feature_value:75, is_satisfied:True
